T,K,kappa,theta,sigma,price,error,valid_paths
3,0.9,0.17,-0.35,0.19,0.206581,0.00592858,10000
3,0.9,0.17,-0.35,0.2,0.206625,0.0059917,10000
3,0.9,0.17,-0.4,0.1,0.184095,0.00468265,10000
3,0.9,0.17,-0.4,0.12,0.184102,0.00482327,10000
3,0.9,0.17,-0.4,0.13,0.18458,0.00492253,10000
3,0.9,0.17,-0.4,0.14,0.194345,0.00515801,10000
3,0.9,0.17,-0.4,0.15,0.195561,0.00528832,10000
3,0.9,0.17,-0.4,0.16,0.203759,0.00558843,10000
3,0.9,0.17,-0.4,0.17,0.207736,0.00586921,10000
3,0.9,0.17,-0.4,0.18,0.209609,0.00603544,10000
3,0.9,0.17,-0.4,0.19,0.21331,0.00624896,10000
3,0.9,0.17,-0.4,0.2,0.216591,0.00633879,10000
3,0.9,0.17,-0.45,0.1,0.19038,0.00500958,10000
3,0.9,0.17,-0.45,0.12,0.196943,0.00526402,10000
3,0.9,0.17,-0.45,0.13,0.203172,0.00549072,10000
3,0.9,0.17,-0.45,0.14,0.200607,0.00557927,10000
3,0.9,0.17,-0.45,0.15,0.205431,0.00569234,10000
3,0.9,0.17,-0.45,0.16,0.209421,0.00585254,10000
3,0.9,0.17,-0.45,0.17,0.214158,0.00616167,10000
3,0.9,0.17,-0.45,0.18,0.218569,0.00624407,10000
3,0.9,0.17,-0.45,0.19,0.220885,0.00655299,10000
3,0.9,0.17,-0.45,0.2,0.225946,0.00673177,10000
3,0.9,0.18,-0.34,0.1,0.167354,0.00413876,10000
3,0.9,0.18,-0.34,0.12,0.175005,0.00448328,10000
3,0.9,0.18,-0.34,0.13,0.179507,0.00466341,10000
3,0.9,0.18,-0.34,0.14,0.185198,0.00487495,10000
3,0.9,0.18,-0.34,0.15,0.19002,0.00508149,10000
3,0.9,0.18,-0.34,0.16,0.195355,0.0052941,10000
3,0.9,0.18,-0.34,0.17,0.195095,0.00539926,10000
3,0.9,0.18,-0.34,0.18,0.200561,0.00562077,10000
3,0.9,0.18,-0.34,0.19,0.203901,0.00582061,10000
3,0.9,0.18,-0.34,0.2,0.203138,0.00584785,10000
3,0.9,0.18,-0.3,0.1,0.163827,0.00391319,10000
3,0.9,0.18,-0.3,0.12,0.173197,0.00425934,10000
3,0.9,0.18,-0.3,0.13,0.174175,0.00441932,10000
3,0.9,0.18,-0.3,0.14,0.179347,0.00464673,10000
3,0.9,0.18,-0.3,0.15,0.181969,0.00482237,10000
3,0.9,0.18,-0.3,0.16,0.186528,0.00494056,10000
3,0.9,0.18,-0.3,0.17,0.192936,0.0052217,10000
3,0.9,0.18,-0.3,0.18,0.190952,0.0053919,10000
3,0.9,0.18,-0.3,0.19,0.197575,0.00552652,10000
3,0.9,0.18,-0.3,0.2,0.204123,0.00589995,10000
3,0.9,0.18,-0.27,0.1,0.159823,0.00372185,10000
3,0.9,0.18,-0.27,0.12,0.166113,0.00402835,10000
3,0.9,0.18,-0.27,0.13,0.168062,0.00419675,10000
3,0.9,0.18,-0.27,0.14,0.173153,0.00443705,10000
3,0.9,0.18,-0.27,0.15,0.178166,0.00467389,10000
3,0.9,0.18,-0.27,0.16,0.184925,0.00495716,10000
3,0.9,0.18,-0.27,0.17,0.185124,0.00500004,10000
3,0.9,0.18,-0.27,0.18,0.192781,0.00530607,10000
3,0.9,0.18,-0.27,0.19,0.190834,0.00545121,10000
3,0.9,0.18,-0.27,0.2,0.203796,0.00585694,10000
3,0.9,0.18,-0.24,0.1,0.153726,0.00356053,10000
3,0.9,0.18,-0.24,0.12,0.162203,0.00390791,10000
3,0.9,0.18,-0.24,0.13,0.165667,0.00410155,10000
3,0.9,0.18,-0.24,0.14,0.166115,0.00427249,10000
3,0.9,0.18,-0.24,0.15,0.174169,0.00457685,10000
3,0.9,0.18,-0.24,0.16,0.177801,0.00468361,10000
3,0.9,0.18,-0.24,0.17,0.183225,0.00499218,10000
3,0.9,0.18,-0.24,0.18,0.188636,0.00509606,10000
3,0.9,0.18,-0.24,0.19,0.196028,0.0054571,10000
3,0.9,0.18,-0.24,0.2,0.200101,0.00564136,10000
3,0.9,0.18,-0.21,0.1,0.147151,0.00335721,10000
3,0.9,0.18,-0.21,0.12,0.153293,0.00365419,10000
3,0.9,0.18,-0.21,0.13,0.16297,0.00396989,10000
3,0.9,0.18,-0.21,0.14,0.165173,0.00414749,10000
3,0.9,0.18,-0.21,0.15,0.169949,0.00434298,10000
3,0.9,0.18,-0.21,0.16,0.175284,0.00460486,10000
3,0.9,0.18,-0.21,0.17,0.179514,0.00470392,10000
3,0.9,0.18,-0.21,0.18,0.185335,0.00509853,10000
3,0.9,0.18,-0.21,0.19,0.189651,0.0052514,10000
3,0.9,0.18,-0.21,0.2,0.197265,0.00559832,10000
3,0.9,0.18,-0.25,0.1,0.150606,0.00355857,10000
3,0.9,0.18,-0.25,0.12,0.160315,0.00386598,10000
3,0.9,0.18,-0.25,0.13,0.16655,0.00415716,10000
3,0.9,0.18,-0.25,0.14,0.172053,0.00430176,10000
3,0.9,0.18,-0.25,0.15,0.17675,0.0045393,10000
3,0.9,0.18,-0.25,0.16,0.183639,0.00480324,10000
3,0.9,0.18,-0.25,0.17,0.186774,0.00501404,10000
3,0.9,0.18,-0.25,0.18,0.193125,0.00524818,10000
3,0.9,0.18,-0.25,0.19,0.187877,0.00535729,10000
3,0.9,0.18,-0.25,0.2,0.20002,0.00568356,10000
3,0.9,0.18,-0.26,0.1,0.158078,0.00366436,10000
3,0.9,0.18,-0.26,0.12,0.161035,0.00397608,10000
3,0.9,0.18,-0.26,0.13,0.169948,0.00420785,10000
3,0.9,0.18,-0.26,0.14,0.172681,0.00441083,10000
3,0.9,0.18,-0.26,0.15,0.17451,0.00453893,10000
3,0.9,0.18,-0.26,0.16,0.182285,0.00481553,10000
3,0.9,0.18,-0.26,0.17,0.184451,0.00499435,10000
3,0.9,0.18,-0.26,0.18,0.185069,0.00515512,10000
3,0.9,0.18,-0.26,0.19,0.195205,0.00551645,10000
3,0.9,0.18,-0.26,0.2,0.197974,0.00572843,10000
3,0.9,0.18,-0.35,0.1,0.169925,0.00421217,10000
3,0.9,0.18,-0.35,0.12,0.184551,0.00468291,10000
3,0.9,0.18,-0.35,0.13,0.184147,0.00476311,10000
3,0.9,0.18,-0.35,0.14,0.185533,0.00487076,10000
3,0.9,0.18,-0.35,0.15,0.186978,0.00504107,10000
3,0.9,0.18,-0.35,0.16,0.197705,0.00526015,10000
3,0.9,0.18,-0.35,0.17,0.198558,0.00549774,10000
3,0.9,0.18,-0.35,0.18,0.206565,0.00572477,10000
3,0.9,0.18,-0.35,0.19,0.207601,0.00588985,10000
3,0.9,0.18,-0.35,0.2,0.211622,0.00608758,10000
3,0.9,0.18,-0.4,0.1,0.183085,0.00469834,10000
3,0.9,0.18,-0.4,0.12,0.190289,0.00500278,10000
3,0.9,0.18,-0.4,0.13,0.191337,0.00507444,10000
3,0.9,0.18,-0.4,0.14,0.193878,0.00524771,10000
3,0.9,0.18,-0.4,0.15,0.203964,0.00555163,10000
3,0.9,0.18,-0.4,0.16,0.197056,0.00559312,10000
3,0.9,0.18,-0.4,0.17,0.203828,0.00575424,10000
3,0.9,0.18,-0.4,0.18,0.212316,0.00602779,10000
3,0.9,0.18,-0.4,0.19,0.219393,0.00628422,10000
3,0.9,0.18,-0.4,0.2,0.218784,0.00647625,10000
3,0.9,0.18,-0.45,0.1,0.191637,0.00512511,10000
3,0.9,0.18,-0.45,0.12,0.198877,0.00534802,10000
3,0.9,0.18,-0.45,0.13,0.202454,0.00554349,10000
3,0.9,0.18,-0.45,0.14,0.202148,0.00560817,10000
3,0.9,0.18,-0.45,0.15,0.208705,0.0058915,10000
3,0.9,0.18,-0.45,0.16,0.212276,0.00597864,10000
3,0.9,0.18,-0.45,0.17,0.216968,0.00623453,10000
3,0.9,0.18,-0.45,0.18,0.22036,0.00650737,10000
3,0.9,0.18,-0.45,0.19,0.22779,0.00662654,10000
3,0.9,0.18,-0.45,0.2,0.230846,0.00679976,10000
3,0.9,0.19,-0.34,0.1,0.171434,0.00422316,10000
3,0.9,0.19,-0.34,0.12,0.177461,0.0045511,10000
3,0.9,0.19,-0.34,0.13,0.180665,0.00472118,10000
3,0.9,0.19,-0.34,0.14,0.184916,0.00488114,10000
3,0.9,0.19,-0.34,0.15,0.193364,0.00514127,10000
3,0.9,0.19,-0.34,0.16,0.193772,0.00528105,10000
3,0.9,0.19,-0.34,0.17,0.203094,0.00558929,10000
3,0.9,0.19,-0.34,0.18,0.205117,0.00567183,10000
3,0.9,0.19,-0.34,0.19,0.205667,0.00587438,10000
3,0.9,0.19,-0.34,0.2,0.211631,0.00615423,10000
3,0.9,0.19,-0.3,0.1,0.16443,0.00396705,10000
3,0.9,0.19,-0.3,0.12,0.174751,0.00433173,10000
3,0.9,0.19,-0.3,0.13,0.174961,0.00446298,10000
3,0.9,0.19,-0.3,0.14,0.178081,0.00460511,10000
3,0.9,0.19,-0.3,0.15,0.182243,0.00476511,10000
3,0.9,0.19,-0.3,0.16,0.193177,0.00510235,10000
3,0.9,0.19,-0.3,0.17,0.192271,0.00525379,10000
3,0.9,0.19,-0.3,0.18,0.193547,0.00540521,10000
3,0.9,0.19,-0.3,0.19,0.204192,0.00571472,10000
3,0.9,0.19,-0.3,0.2,0.213086,0.00599426,10000
3,0.9,0.19,-0.27,0.1,0.157064,0.00372473,10000
3,0.9,0.19,-0.27,0.12,0.167034,0.00407923,10000
3,0.9,0.19,-0.27,0.13,0.16699,0.0042209,10000
3,0.9,0.19,-0.27,0.14,0.171477,0.00440653,10000
3,0.9,0.19,-0.27,0.15,0.182242,0.00468836,10000
3,0.9,0.19,-0.27,0.16,0.185499,0.00490211,10000
3,0.9,0.19,-0.27,0.17,0.184521,0.00508782,10000
3,0.9,0.19,-0.27,0.18,0.193897,0.00532375,10000
3,0.9,0.19,-0.27,0.19,0.199132,0.00555633,10000
3,0.9,0.19,-0.27,0.2,0.203406,0.00575392,10000
3,0.9,0.19,-0.24,0.1,0.153396,0.00352277,10000
3,0.9,0.19,-0.24,0.12,0.161969,0.00388132,10000
3,0.9,0.19,-0.24,0.13,0.167233,0.00413534,10000
3,0.9,0.19,-0.24,0.14,0.167868,0.00421532,10000
3,0.9,0.19,-0.24,0.15,0.176157,0.00457059,10000
3,0.9,0.19,-0.24,0.16,0.176697,0.00463907,10000
3,0.9,0.19,-0.24,0.17,0.184871,0.00498039,10000
3,0.9,0.19,-0.24,0.18,0.189077,0.00510359,10000
3,0.9,0.19,-0.24,0.19,0.190705,0.0054419,10000
3,0.9,0.19,-0.24,0.2,0.194008,0.00561773,10000
3,0.9,0.19,-0.21,0.1,0.148097,0.00332886,10000
3,0.9,0.19,-0.21,0.12,0.157987,0.00373952,10000
3,0.9,0.19,-0.21,0.13,0.161873,0.00396106,10000
3,0.9,0.19,-0.21,0.14,0.165441,0.00412612,10000
3,0.9,0.19,-0.21,0.15,0.168342,0.00431134,10000
3,0.9,0.19,-0.21,0.16,0.177113,0.00458409,10000
3,0.9,0.19,-0.21,0.17,0.177354,0.00476393,10000
3,0.9,0.19,-0.21,0.18,0.186898,0.00511004,10000
3,0.9,0.19,-0.21,0.19,0.192956,0.0053534,10000
3,0.9,0.19,-0.21,0.2,0.196923,0.00562212,10000
3,0.9,0.19,-0.25,0.1,0.152837,0.00359788,10000
3,0.9,0.19,-0.25,0.12,0.160122,0.00390539,10000
3,0.9,0.19,-0.25,0.13,0.166507,0.0041186,10000
3,0.9,0.19,-0.25,0.14,0.168943,0.00426919,10000
3,0.9,0.19,-0.25,0.15,0.175144,0.00454182,10000
3,0.9,0.19,-0.25,0.16,0.185685,0.00486739,10000
3,0.9,0.19,-0.25,0.17,0.188056,0.00505367,10000
3,0.9,0.19,-0.25,0.18,0.190624,0.00522711,10000
3,0.9,0.19,-0.25,0.19,0.192386,0.00540591,10000
3,0.9,0.19,-0.25,0.2,0.195583,0.00566267,10000
3,0.9,0.19,-0.26,0.1,0.155918,0.0036618,10000
3,0.9,0.19,-0.26,0.12,0.164659,0.00401403,10000
3,0.9,0.19,-0.26,0.13,0.168405,0.00421522,10000
3,0.9,0.19,-0.26,0.14,0.173754,0.00440188,10000
3,0.9,0.19,-0.26,0.15,0.178618,0.00460664,10000
3,0.9,0.19,-0.26,0.16,0.179282,0.00477237,10000
3,0.9,0.19,-0.26,0.17,0.184922,0.00506205,10000
3,0.9,0.19,-0.26,0.18,0.194636,0.00530424,10000
3,0.9,0.19,-0.26,0.19,0.195982,0.0054938,10000
3,0.9,0.19,-0.26,0.2,0.204409,0.00584687,10000
3,0.9,0.19,-0.35,0.1,0.171611,0.00433043,10000
3,0.9,0.19,-0.35,0.12,0.17702,0.00462174,10000
3,0.9,0.19,-0.35,0.13,0.18187,0.00476432,10000
3,0.9,0.19,-0.35,0.14,0.189327,0.00496995,10000
3,0.9,0.19,-0.35,0.15,0.190623,0.00508525,10000
3,0.9,0.19,-0.35,0.16,0.195802,0.00527648,10000
3,0.9,0.19,-0.35,0.17,0.200623,0.00554763,10000
3,0.9,0.19,-0.35,0.18,0.205387,0.00574143,10000
3,0.9,0.19,-0.35,0.19,0.213599,0.0060999,10000
3,0.9,0.19,-0.35,0.2,0.2116,0.00603163,10000
3,0.9,0.19,-0.4,0.1,0.183391,0.00468117,10000
3,0.9,0.19,-0.4,0.12,0.192559,0.00504272,10000
3,0.9,0.19,-0.4,0.13,0.192612,0.00515486,10000
3,0.9,0.19,-0.4,0.14,0.199505,0.00543653,10000
3,0.9,0.19,-0.4,0.15,0.20075,0.00547195,10000
3,0.9,0.19,-0.4,0.16,0.206194,0.0057209,10000
3,0.9,0.19,-0.4,0.17,0.212173,0.00593234,10000
3,0.9,0.19,-0.4,0.18,0.217459,0.00618708,10000
3,0.9,0.19,-0.4,0.19,0.221173,0.00627702,10000
3,0.9,0.19,-0.4,0.2,0.228044,0.0065345,10000
3,0.9,0.19,-0.45,0.1,0.191634,0.00513459,10000
3,0.9,0.19,-0.45,0.12,0.206529,0.00556454,10000
3,0.9,0.19,-0.45,0.13,0.201595,0.00559162,10000
3,0.9,0.19,-0.45,0.14,0.206283,0.00574507,10000
3,0.9,0.19,-0.45,0.15,0.212183,0.00593225,10000
3,0.9,0.19,-0.45,0.16,0.217113,0.00616985,10000
3,0.9,0.19,-0.45,0.17,0.214315,0.00619351,10000
3,0.9,0.19,-0.45,0.18,0.221222,0.00649145,10000
3,0.9,0.19,-0.45,0.19,0.225796,0.00653912,10000
3,0.9,0.19,-0.45,0.2,0.222941,0.00666458,10000
3,0.9,0.2,-0.34,0.1,0.171823,0.00429834,10000
3,0.9,0.2,-0.34,0.12,0.179751,0.00453527,10000
3,0.9,0.2,-0.34,0.13,0.182979,0.00474428,10000
3,0.9,0.2,-0.34,0.14,0.191309,0.00503842,10000
3,0.9,0.2,-0.34,0.15,0.187599,0.00502836,10000
3,0.9,0.2,-0.34,0.16,0.193007,0.00519911,10000
3,0.9,0.2,-0.34,0.17,0.200756,0.00550701,10000
3,0.9,0.2,-0.34,0.18,0.204575,0.00575921,10000
3,0.9,0.2,-0.34,0.19,0.211526,0.00599866,10000
3,0.9,0.2,-0.34,0.2,0.217643,0.00624217,10000
3,0.9,0.2,-0.3,0.1,0.165212,0.00401658,10000
3,0.9,0.2,-0.3,0.12,0.173881,0.00433371,10000
3,0.9,0.2,-0.3,0.13,0.173435,0.00447958,10000
3,0.9,0.2,-0.3,0.14,0.18353,0.00468957,10000
3,0.9,0.2,-0.3,0.15,0.191183,0.00500837,10000
3,0.9,0.2,-0.3,0.16,0.186369,0.00495653,10000
3,0.9,0.2,-0.3,0.17,0.196075,0.00537139,10000
3,0.9,0.2,-0.3,0.18,0.19992,0.00553573,10000
3,0.9,0.2,-0.3,0.19,0.205881,0.00581136,10000
3,0.9,0.2,-0.3,0.2,0.204914,0.00587979,10000
3,0.9,0.2,-0.27,0.1,0.160763,0.0037479,10000
3,0.9,0.2,-0.27,0.12,0.168405,0.00412898,10000
3,0.9,0.2,-0.27,0.13,0.170179,0.00424551,10000
3,0.9,0.2,-0.27,0.14,0.178243,0.00457647,10000
3,0.9,0.2,-0.27,0.15,0.181625,0.00474197,10000
3,0.9,0.2,-0.27,0.16,0.184737,0.0048967,10000
3,0.9,0.2,-0.27,0.17,0.187652,0.0050317,10000
3,0.9,0.2,-0.27,0.18,0.196541,0.00537854,10000
3,0.9,0.2,-0.27,0.19,0.201557,0.0057201,10000
3,0.9,0.2,-0.27,0.2,0.20041,0.00577297,10000
3,0.9,0.2,-0.24,0.1,0.155473,0.00356866,10000
3,0.9,0.2,-0.24,0.12,0.161917,0.00386217,10000
3,0.9,0.2,-0.24,0.13,0.16778,0.00416194,10000
3,0.9,0.2,-0.24,0.14,0.171828,0.00432683,10000
3,0.9,0.2,-0.24,0.15,0.176731,0.0044965,10000
3,0.9,0.2,-0.24,0.16,0.178794,0.00468899,10000
3,0.9,0.2,-0.24,0.17,0.187769,0.00508506,10000
3,0.9,0.2,-0.24,0.18,0.191755,0.00522472,10000
3,0.9,0.2,-0.24,0.19,0.195299,0.00547324,10000
3,0.9,0.2,-0.24,0.2,0.197648,0.00571751,10000
3,0.9,0.2,-0.21,0.1,0.14841,0.00335379,10000
3,0.9,0.2,-0.21,0.12,0.157857,0.0037903,10000
3,0.9,0.2,-0.21,0.13,0.163659,0.00396249,10000
3,0.9,0.2,-0.21,0.14,0.167141,0.00424135,10000
3,0.9,0.2,-0.21,0.15,0.171082,0.00438064,10000
3,0.9,0.2,-0.21,0.16,0.177944,0.00460443,10000
3,0.9,0.2,-0.21,0.17,0.184767,0.0048966,10000
3,0.9,0.2,-0.21,0.18,0.186292,0.00499535,10000
3,0.9,0.2,-0.21,0.19,0.191026,0.00537243,10000
3,0.9,0.2,-0.21,0.2,0.193916,0.00559471,10000
3,0.9,0.2,-0.25,0.1,0.157632,0.00364536,10000
3,0.9,0.2,-0.25,0.12,0.1611,0.00394095,10000
3,0.9,0.2,-0.25,0.13,0.168714,0.00419184,10000
3,0.9,0.2,-0.25,0.14,0.172345,0.00433401,10000
3,0.9,0.2,-0.25,0.15,0.173522,0.00457475,10000
3,0.9,0.2,-0.25,0.16,0.182128,0.00479763,10000
3,0.9,0.2,-0.25,0.17,0.188906,0.00503263,10000
3,0.9,0.2,-0.25,0.18,0.190179,0.00527644,10000
3,0.9,0.2,-0.25,0.19,0.194819,0.00541333,10000
3,0.9,0.2,-0.25,0.2,0.201395,0.00573981,10000
3,0.9,0.2,-0.26,0.1,0.155363,0.00366775,10000
3,0.9,0.2,-0.26,0.12,0.164528,0.00399372,10000
3,0.9,0.2,-0.26,0.13,0.165069,0.0041776,10000
3,0.9,0.2,-0.26,0.14,0.175749,0.00448323,10000
3,0.9,0.2,-0.26,0.15,0.181045,0.00472358,10000
3,0.9,0.2,-0.26,0.16,0.182437,0.00482601,10000
3,0.9,0.2,-0.26,0.17,0.189362,0.00512181,10000
3,0.9,0.2,-0.26,0.18,0.191723,0.00528588,10000
3,0.9,0.2,-0.26,0.19,0.197209,0.00554104,10000
3,0.9,0.2,-0.26,0.2,0.199532,0.00575827,10000
3,0.9,0.2,-0.35,0.1,0.176053,0.00438432,10000
3,0.9,0.2,-0.35,0.12,0.181975,0.00467118,10000
3,0.9,0.2,-0.35,0.13,0.18768,0.00487584,10000
3,0.9,0.2,-0.35,0.14,0.189177,0.00501666,10000
3,0.9,0.2,-0.35,0.15,0.192231,0.00514386,10000
3,0.9,0.2,-0.35,0.16,0.194836,0.00537624,10000
3,0.9,0.2,-0.35,0.17,0.202507,0.00558903,10000
3,0.9,0.2,-0.35,0.18,0.206103,0.00576979,10000
3,0.9,0.2,-0.35,0.19,0.21136,0.00601469,10000
3,0.9,0.2,-0.35,0.2,0.2138,0.00626369,10000
3,0.9,0.2,-0.4,0.1,0.185702,0.00482508,10000
3,0.9,0.2,-0.4,0.12,0.19468,0.00512546,10000
3,0.9,0.2,-0.4,0.13,0.197038,0.00526068,10000
3,0.9,0.2,-0.4,0.14,0.200309,0.00536971,10000
3,0.9,0.2,-0.4,0.15,0.204926,0.00562487,10000
3,0.9,0.2,-0.4,0.16,0.210548,0.0058772,10000
3,0.9,0.2,-0.4,0.17,0.20935,0.00581801,10000
3,0.9,0.2,-0.4,0.18,0.215459,0.00620424,10000
3,0.9,0.2,-0.4,0.19,0.223116,0.00640942,10000
3,0.9,0.2,-0.4,0.2,0.223042,0.00650827,10000
3,0.9,0.2,-0.45,0.1,0.201614,0.00532967,10000
3,0.9,0.2,-0.45,0.12,0.202048,0.00551411,10000
3,0.9,0.2,-0.45,0.13,0.210412,0.00576887,10000
3,0.9,0.2,-0.45,0.14,0.20639,0.00582464,10000
3,0.9,0.2,-0.45,0.15,0.210001,0.00596469,10000
3,0.9,0.2,-0.45,0.16,0.216649,0.00610742,10000
3,0.9,0.2,-0.45,0.17,0.220812,0.00630955,10000
3,0.9,0.2,-0.45,0.18,0.22636,0.00662787,10000
3,0.9,0.2,-0.45,0.19,0.230071,0.00682132,10000
3,0.9,0.2,-0.45,0.2,0.226677,0.00688507,10000
3,1,0.11,-0.34,0.1,0.101457,0.00313894,10000
3,1,0.11,-0.34,0.12,0.110916,0.00350335,10000
3,1,0.11,-0.34,0.13,0.114771,0.00364637,10000
3,1,0.11,-0.34,0.14,0.120436,0.0038827,10000
3,1,0.11,-0.34,0.15,0.121767,0.0040038,10000
3,1,0.11,-0.34,0.16,0.129929,0.00425667,10000
3,1,0.11,-0.34,0.17,0.137192,0.00450921,10000
3,1,0.11,-0.34,0.18,0.143057,0.00472343,10000
3,1,0.11,-0.34,0.19,0.150277,0.00512578,10000
3,1,0.11,-0.34,0.2,0.15542,0.00537436,10000
3,1,0.11,-0.3,0.1,0.0964374,0.00296591,10000
3,1,0.11,-0.3,0.12,0.106036,0.00329711,10000
3,1,0.11,-0.3,0.13,0.111721,0.00349193,10000
3,1,0.11,-0.3,0.14,0.114147,0.00366144,10000
3,1,0.11,-0.3,0.15,0.121279,0.00392417,10000
3,1,0.11,-0.3,0.16,0.125426,0.00417826,10000
3,1,0.11,-0.3,0.17,0.1303,0.00429884,10000
3,1,0.11,-0.3,0.18,0.137315,0.00456528,10000
3,1,0.11,-0.3,0.19,0.145637,0.00494746,10000
3,1,0.11,-0.3,0.2,0.151055,0.00519004,10000
3,1,0.11,-0.27,0.1,0.0884081,0.0027222,10000
3,1,0.11,-0.27,0.12,0.10083,0.00312241,10000
3,1,0.11,-0.27,0.13,0.108093,0.00341026,10000
3,1,0.11,-0.27,0.14,0.110827,0.00355733,10000
3,1,0.11,-0.27,0.15,0.117993,0.00380685,10000
3,1,0.11,-0.27,0.16,0.125687,0.00410103,10000
3,1,0.11,-0.27,0.17,0.131507,0.00435112,10000
3,1,0.11,-0.27,0.18,0.137076,0.00461116,10000
3,1,0.11,-0.27,0.19,0.145253,0.00489611,10000
3,1,0.11,-0.27,0.2,0.144609,0.0049477,10000
3,1,0.11,-0.24,0.1,0.0875953,0.00264992,10000
3,1,0.11,-0.24,0.12,0.0972644,0.00306421,10000
3,1,0.11,-0.24,0.13,0.103572,0.00327318,10000
3,1,0.11,-0.24,0.14,0.107269,0.0034732,10000
3,1,0.11,-0.24,0.15,0.117903,0.00378485,10000
3,1,0.11,-0.24,0.16,0.117316,0.00387939,10000
3,1,0.11,-0.24,0.17,0.124476,0.00417332,10000
3,1,0.11,-0.24,0.18,0.128836,0.00439527,10000
3,1,0.11,-0.24,0.19,0.139475,0.00477082,10000
3,1,0.11,-0.24,0.2,0.141344,0.00493506,10000
3,1,0.11,-0.21,0.1,0.0826734,0.00255192,10000
3,1,0.11,-0.21,0.12,0.0965467,0.0029719,10000
3,1,0.11,-0.21,0.13,0.0975219,0.00314387,10000
3,1,0.11,-0.21,0.14,0.104251,0.0033088,10000
3,1,0.11,-0.21,0.15,0.113396,0.00361197,10000
3,1,0.11,-0.21,0.16,0.12127,0.00397812,10000
3,1,0.11,-0.21,0.17,0.125389,0.00417575,10000
3,1,0.11,-0.21,0.18,0.128434,0.00433906,10000
3,1,0.11,-0.21,0.19,0.137657,0.00471962,10000
3,1,0.11,-0.21,0.2,0.13488,0.00478185,10000
3,1,0.11,-0.25,0.1,0.0885875,0.00270025,10000
3,1,0.11,-0.25,0.12,0.0984771,0.00306039,10000
3,1,0.11,-0.25,0.13,0.10497,0.0032399,10000
3,1,0.11,-0.25,0.14,0.107901,0.00349925,10000
3,1,0.11,-0.25,0.15,0.113911,0.00367758,10000
3,1,0.11,-0.25,0.16,0.121663,0.0039938,10000
3,1,0.11,-0.25,0.17,0.124784,0.00424474,10000
3,1,0.11,-0.25,0.18,0.131889,0.00452233,10000
3,1,0.11,-0.25,0.19,0.138367,0.00474379,10000
3,1,0.11,-0.25,0.2,0.14436,0.00496043,10000
3,1,0.11,-0.26,0.1,0.0899165,0.00272791,10000
3,1,0.11,-0.26,0.12,0.0976768,0.00309643,10000
3,1,0.11,-0.26,0.13,0.106518,0.00335078,10000
3,1,0.11,-0.26,0.14,0.112904,0.00358394,10000
3,1,0.11,-0.26,0.15,0.113083,0.00371987,10000
3,1,0.11,-0.26,0.16,0.120401,0.00398632,10000
3,1,0.11,-0.26,0.17,0.129347,0.00423701,10000
3,1,0.11,-0.26,0.18,0.133472,0.00448602,10000
3,1,0.11,-0.26,0.19,0.142083,0.00482883,10000
3,1,0.11,-0.26,0.2,0.146848,0.00498619,10000
3,1,0.11,-0.35,0.1,0.10139,0.00313227,10000
3,1,0.11,-0.35,0.12,0.110618,0.00346704,10000
3,1,0.11,-0.35,0.13,0.118449,0.00373118,10000
3,1,0.11,-0.35,0.14,0.124213,0.00394428,10000
3,1,0.11,-0.35,0.15,0.127077,0.00411179,10000
3,1,0.11,-0.35,0.16,0.131628,0.00436222,10000
3,1,0.11,-0.35,0.17,0.136871,0.00455952,10000
3,1,0.11,-0.35,0.18,0.143995,0.00478778,10000
3,1,0.11,-0.35,0.19,0.14783,0.00499601,10000
3,1,0.11,-0.35,0.2,0.153332,0.00525085,10000
3,1,0.11,-0.4,0.1,0.114219,0.00351365,10000
3,1,0.11,-0.4,0.12,0.119623,0.00374188,10000
3,1,0.11,-0.4,0.13,0.126384,0.00406635,10000
3,1,0.11,-0.4,0.14,0.126945,0.00413284,10000
3,1,0.11,-0.4,0.15,0.134748,0.00441124,10000
3,1,0.11,-0.4,0.16,0.138702,0.00457388,10000
3,1,0.11,-0.4,0.17,0.144535,0.00482689,10000
3,1,0.11,-0.4,0.18,0.151684,0.00503166,10000
3,1,0.11,-0.4,0.19,0.154997,0.00535301,10000
3,1,0.11,-0.4,0.2,0.160874,0.00551128,10000
3,1,0.11,-0.45,0.1,0.119069,0.00380332,10000
3,1,0.11,-0.45,0.12,0.127403,0.00414257,10000
3,1,0.11,-0.45,0.13,0.129789,0.00424332,10000
3,1,0.11,-0.45,0.14,0.139844,0.00449838,10000
3,1,0.11,-0.45,0.15,0.140793,0.00461879,10000
3,1,0.11,-0.45,0.16,0.147898,0.00482299,10000
3,1,0.11,-0.45,0.17,0.149717,0.00501759,10000
3,1,0.11,-0.45,0.18,0.157086,0.0052669,10000
3,1,0.11,-0.45,0.19,0.161019,0.00547789,10000
3,1,0.11,-0.45,0.2,0.155135,0.00553383,10000
3,1,0.12,-0.34,0.1,0.103017,0.00321367,10000
3,1,0.12,-0.34,0.12,0.114121,0.00356867,10000
3,1,0.12,-0.34,0.13,0.115014,0.00367817,10000
3,1,0.12,-0.34,0.14,0.120613,0.00389494,10000
3,1,0.12,-0.34,0.15,0.131045,0.00420254,10000
3,1,0.12,-0.34,0.16,0.13531,0.0044079,10000
3,1,0.12,-0.34,0.17,0.140641,0.0046498,10000
